,word,word_len
30457,denture,7
88167,denturist,9
183220,denudate,8
3241,denudation,10
143393,denude,6
183219,denuded,7
169443,denumerable,11
65500,denunciation,12
175337,denunciative,12
175338,denunciatory,12
161344,deny,4
105346,deodar,6
30460,deodorant,9
160624,deodorise,9
160623,deodorize,9
30461,deodourant,10
160625,deodourise,10
125384,deossification,14
143767,deoxidise,9
143766,deoxidize,9
139518,deoxyadenosine,14
139519,deoxycytidine,13
35780,deoxyephedrine,14
139521,deoxyguanosine,14
137456,deoxyribose,11
139523,deoxythymidine,14
160110,depart,6
167324,departed,8
88172,departer,8
73498,department,10
196520,departmental,12
203100,departmentally,14
66393,departure,9
165333,depend,6
44094,dependability,13
189263,dependable,10
44095,dependableness,14
200063,dependably,10
130207,dependance,10
171842,dependant,9
130206,dependence,10
130752,dependency,10
173533,dependent,9
7666,depersonalisation,17
145147,depersonalise,13
7665,depersonalization,17
145146,depersonalize,13
156760,depict,6
183382,depicted,8
53828,depicting,9
7423,depiction,9
186007,depictive,9
46853,depigmentation,14
142070,depilate,8
2011,depilation,10
30467,depilator,9
30466,depilatory,10
168505,depilous,8
159602,deplane,7
175350,depletable,10
152081,deplete,7
189937,depleted,8
2909,depletion,9
190066,deplorable,10
198447,deplorably,10
149036,deplore,7
153999,deploy,6
9417,deployment,10
154040,deplumate,9
154039,deplume,7
104514,depolarisation,14
146808,depolarise,10
104513,depolarization,14
146807,depolarize,10
150756,depone,6
94857,deponent,8
146426,depopulate,10
179353,depopulated,11
134800,depopulation,12
163944,deport,6
1604,deportation,11
88819,deportee,8
46074,deportment,10
150755,depose,6
197239,deposed,7
155366,deposit,7
3050,deposition,10
88178,depositor,9
30469,depository,10
41744,depot,5
164574,deprave,7
172602,depraved,8
45607,depravity,9
149328,deprecate,9
175160,deprecating,11
10056,deprecation,11
172743,deprecative,11
198317,deprecatively,13
175162,deprecatory,11
144504,depreciate,10
191992,depreciating,12
2985,depreciation,12
175163,depreciative,12
88230,depreciator,11
175164,depreciatory,12
7946,depredation,11
155785,depress,7
189607,depressant,10
173294,depressed,9
179915,depressing,10
198318,depressingly,12
82679,depression,10
88179,depressive,10
51843,depressor,9
145287,depressurise,12
145286,depressurize,12
9475,deprivation,11
162215,deprive,7
184833,deprived,8
76412,depth,5
9399,deputation,10
162824,depute,6
162829,deputise,8
162825,deputize,8
88186,deputy,6
164153,deracinate,10
803,deracination,12
159560,derail,6
66115,derailment,10
157339,derange,7
187011,deranged,8
133726,derangement,11
146430,derate,6
27618,derby,5
163269,derecognise,11
163268,derecognize,11
163884,deregulate,10
6554,deregulating,12
6553,deregulation,12
88187,derelict,8
5957,dereliction,11
161849,derequisition,13
163866,derestrict,10
149289,deride,6
10100,derision,8
186160,derisive,8
200970,derisively,10
200972,derisorily,10
192342,derisory,8
173258,derivable,9
46311,derivation,10
167498,derivational,12
173259,derivative,10
143893,derive,6
173255,derived,7
61175,deriving,8
49079,derma,5
3246,dermabrasion,12
194977,dermal,6
132228,dermatitis,10
129434,dermatoglyphic,14
55899,dermatoglyphics,15
195313,dermatologic,12
195314,dermatological,14
88188,dermatologist,13
55938,dermatology,11
30478,dermatome,9
131830,dermatomycosis,14
132085,dermatomyositis,15
131831,dermatophytosis,15
135208,dermatosclerosis,16
132229,dermatosis,10
194973,dermic,6
49077,dermis,6
149408,derogate,8
1830,derogation,10
175166,derogative,10
175167,derogatory,10
30480,derrick,7
51950,derriere,8
30481,derringer,9
115640,derris,6
136221,derv,4
88190,dervish,7
146432,desalinate,10
125388,desalination,12
125390,desalinisation,14
146435,desalinise,10
125389,desalinization,14
146434,desalinize,10
146433,desalt,6
153075,descale,7
150960,descant,7
159146,descend,7
191513,descendant,10
75464,descendants,11
191514,descendent,10
61959,descender,9
135153,descensus,9
2652,descent,7
175551,describable,11
150551,describe,8
183385,described,9
54447,description,11
190378,descriptive,11
200974,descriptively,13
57406,descriptor,10
160830,descry,6
149437,desecrate,9
172016,desecrated,10
6027,desecration,11
179518,desegrated,10
163600,desegregate,11
9905,desegregation,13
125393,desensitisation,15
144085,desensitise,11
187378,desensitised,12
187387,desensitising,13
125392,desensitization,15
160513,desensitize,11
187359,desensitized,12
187386,desensitizing,13
76447,desert,6
176583,deserted,8
88194,deserter,8
125391,desertification,15
235,desertion,9
66053,deserts,7
165180,deserve,7
180014,deserved,8
200975,deservedly,10
45191,deservingness,13
142331,desex,5
159013,desexualise,11
159012,desexualize,11
134282,deshabille,10
136983,desiccant,9
174244,desiccate,9
192167,desiccated,10
134946,desiccation,11
81928,desideratum,11
157242,design,6
147984,designate,9
187544,designated,10
57754,designation,11
173455,designative,11
59844,designatum,10
182965,designed,8
198060,designedly,10
90279,designer,8
167858,designing,9
44244,desirability,12
173564,desirable,9
44245,desirableness,13
67796,desire,6
191901,desired,7
174993,desirous,8
152439,desist,6
30487,desk,4
166652,deskbound,9
88211,deskman,7
26523,desktop,7
11624,desmid,6
178678,desolate,8
173584,desolated,9
201051,desolately,10
66413,desolation,10
146776,desorb,6
125394,desorption,10
134503,despair,7
178530,despairing,10
200977,despairingly,12
60592,despatch,8
88213,desperado,9
186110,desperate,9
198182,desperately,11
134504,desperation,11
45201,despicability,13
177493,despicable,10
45200,despicableness,14
201057,despicably,10
30490,despiramine,11
68437,despisal,8
157437,despise,7
180908,despised,8
68438,despising,9
3435,despite,7
168631,despiteful,10
201058,despitefully,12
155690,despoil,7
7941,despoilation,12
173604,despoiled,9
92406,despoiler,9
7942,despoilment,11
7943,despoliation,12
157828,despond,7
68355,despondence,11
68354,despondency,11
178532,despondent,10
200978,despondently,12
95160,despot,6
173411,despotic,8
193624,despotical,10
134148,despotism,9
141763,desquamate,10
104147,desquamation,12
69040,dessert,7
128192,dessertspoon,12
128193,dessertspoonful,15
126519,dessiatine,10
9566,destabilisation,15
144078,destabilise,11
9565,destabilization,15
144077,destabilize,11
125397,destalinisation,15
146770,destalinise,11
125395,destalinization,15
146769,destalinize,11
61585,destination,11
148320,destine,7
169797,destined,8
134401,destiny,7
186479,destitute,9
134566,destitution,11
146281,destress,8
156169,destroy,7
173635,destroyable,11
180777,destroyed,9
30493,destroyer,9
156173,destruct,8
47500,destructibility,15
173633,destructible,12
135190,destruction,11
172119,destructive,11
201060,destructively,13
48541,destructiveness,15
130285,desuetude,9
185346,desultory,9
128913,desynchronisation,17
145214,desynchronise,13
128912,desynchronization,17
145213,desynchronize,13
128914,desynchronizing,15
159745,detach,6
168004,detachable,10
171742,detached,8
68004,detachment,10
128577,detail,6
169521,detailed,8
65232,detailing,9
60207,details,7
163733,detain,6
88221,detainee,8
160834,detect,6
179101,detectable,10
182342,detected,8
5174,detecting,9
57346,detection,9
88227,detective,9
30502,detector,8
37156,detent,6
2902,detente,7
9587,detention,9
149818,deter,5
154128,deterge,7
48401,detergence,10
48400,detergency,10
187482,detergent,9
142641,deteriorate,11
125400,deterioration,13
65700,determent,9
173638,determinable,12
53169,determinant,11
173655,determinate,11
44767,determinateness,15
45731,determination,13
57633,determinative,13
149945,determine,9
167406,determined,10
200528,determinedly,12
53170,determiner,10
55458,determinism,11
88908,determinist,11
187629,deterministic,13
8889,deterrence,10
53139,deterrent,9
187483,detersive,9
157431,detest,6
182492,detestable,10
201061,detestably,10
67975,detestation,11
180909,detested,8
145037,dethaw,6
162805,dethrone,8
1620,dethronement,12
144412,detonate,8
171088,detonating,10
3092,detonation,10
171090,detonative,10
30510,detonator,9
160108,detour,6
30515,detox,5
146208,detoxicate,10
5623,detoxification,14
146207,detoxify,8
146437,detract,7
60983,detraction,10
191995,detractive,10
88228,detractor,9
159601,detrain,7
145444,detransitivise,14
145443,detransitivize,14
3147,detribalisation,15
143122,detribalise,11
3146,detribalization,15
143121,detribalize,11
67209,detriment,9
177874,detrimental,11
201065,detrimentally,13
104260,detrition,9
137660,detritus,8
143421,detusk,6
129747,deuce,5
172944,deuced,6
197841,deucedly,8
131582,deuteranopia,12
187919,deuteranopic,12
135815,deuterium,9
81930,deuteron,8
118978,deutzia,7
146119,devaluate,9
6555,devaluation,11
146118,devalue,7
178355,devalued,8
145151,devastate,9
173585,devastated,10
186153,devastating,11
66412,devastation,11
143907,develop,7
173659,developed,9
30517,developer,9
197263,developing,10
125587,development,11
195574,developmental,13
200979,developmentally,15
134672,deviance,8
92201,deviant,7
160101,deviate,7
55782,deviation,9
242,deviationism,12
88234,deviationist,12
64096,device,6
56732,devices,7
64549,devil,5
17432,devilfish,9
146574,devilise,8
200981,devilish,8
201054,devilishly,10
146573,devilize,8
5924,devilment,9
6020,devilry,7
6019,deviltry,8
113098,devilwood,9
173835,devious,7
201069,deviously,9
45839,deviousness,11
7730,devisal,7
156461,devise,6
88237,devisee,7
92352,deviser,7
7603,devising,8
88238,devisor,7
2891,devitalisation,14
143174,devitalise,10
2890,devitalization,14
143173,devitalize,10
146210,devitrify,9
150223,devoice,7
184691,devoid,6
10144,devoir,6
9400,devolution,10
142640,devolve,7
9401,devolvement,11
148208,devote,6
171470,devoted,7
201070,devotedly,9
68405,devotedness,11
88877,devotee,7
8568,devotion,8
184032,devotional,10
152451,devour,6
172144,devoured,8
88239,devourer,8
184051,devout,6
201071,devoutly,8
45367,devoutness,10
137461,dew,3
70375,dewberry,8
137462,dewdrop,7
49044,dewlap,6
192105,dewy,4
136733,dexamethasone,13
173671,dexter,6
52741,dexterity,9
166967,dexterous,9
201073,dexterously,11
173670,dextral,7
47734,dextrality,10
131010,dextrocardia,12
137900,dextroglucose,13
170709,dextrorotary,12
67395,dextrorotation,14
170710,dextrorotatory,14
173673,dextrorsal,10
173672,dextrorse,9
137899,dextrose,8
166968,dextrous,8
201074,dextrously,10
127554,dg,2
115467,dhak,4
115479,dhal,4
113270,dhava,5
113269,dhawa,5
19073,dhole,5
30525,dhoti,5
30526,dhow,4
173678,diabatic,8
131232,diabetes,8
192071,diabetic,8
8597,diabolatry,10
177498,diabolic,8
177487,diabolical,10
201053,diabolically,12
146576,diabolise,9
55513,diabolism,9
93397,diabolist,9
146575,diabolize,9
33595,diacetylmorphine,16
190379,diachronic,10
61868,diacritic,9
173926,diacritical,11
30100,diadem,6
167472,diadromous,10
61897,diaeresis,9
34142,diaglyph,8
178963,diagnosable,11
147457,diagnose,8
1168,diagnosing,10
1167,diagnosis,9
195800,diagnostic,10
88241,diagnostician,13
55965,diagnostics,11
74744,diagonal,8
53977,diagonalisation,15
146334,diagonalise,11
193625,diagonalizable,14
53976,diagonalization,15
146333,diagonalize,11
201076,diagonally,10
156793,diagram,7
183386,diagrammatic,12
183387,diagrammatical,14
201077,diagrammatically,16
7419,diagramming,11
125408,diakinesis,10
30528,dial,4
64825,dialect,7
196049,dialectal,9
196218,dialectic,9
196219,dialectical,11
200343,dialectically,13
88243,dialectician,12
56538,dialectics,10
57951,dialog,6
64747,dialogue,8
144614,dialyse,7
5278,dialysis,8
144615,dialyze,7
30537,dialyzer,8
47999,diam,4
135501,diamagnet,9
193626,diamagnetic,11
104408,diamagnetism,12
39633,diamante,8
193627,diamantine,10
129103,diameter,8
193628,diametral,9
186909,diametric,9
186910,diametrical,11
201079,diametrically,13
135502,diamine,7
26629,diamond,7
15231,diamondback,11
30541,diamonte,8
180591,dianoetic,9
30542,diapason,8
104158,diapedesis,10
112426,diapensia,9
30547,diaper,6
190735,diaphanous,10
20393,diapheromera,12
30548,diaphone,8
125949,diaphoresis,11
30549,diaphoretic,11
30552,diaphragm,9
195928,diaphyseal,10
195929,diaphysial,10
52258,diaphysis,9
81932,diapir,6
14197,diapsid,7
75427,diarchy,7
88244,diarist,7
133499,diarrhea,8
172638,diarrheal,9
172642,diarrheic,9
172640,diarrhetic,10
133500,diarrhoea,9
172639,diarrhoeal,10
172643,diarrhoeic,10
172641,diarrhoetic,11
51754,diarthrosis,11
30556,diary,5
47890,diaspora,8
132806,diastasis,9
67013,diastole,8
193633,diastolic,9
125409,diastrophism,12
5351,diathermy,9
134927,diathesis,9
11493,diatom,6
195058,diatomic,8
137533,diatomite,9
191003,diatonic,8
65504,diatribe,8
30558,diazepam,8
193129,diazo,5
136904,diazonium,9
30560,diazoxide,9
30563,dibber,6
153477,dibble,6
84079,dibbuk,6
64279,dibrach,7
17424,dibranch,8
17422,dibranchiate,12
30564,dibucaine,9
13932,dicamptodon,11
13933,dicamptodontid,14
193634,dicarboxylic,12
30565,dice,4
30569,dicer,5
186850,dicey,5
139043,dichloride,10
135465,dichlorodiphenyltrichloroethane,31
139050,dichloromethane,15
119361,dichondra,9
3202,dichotomisation,15
147539,dichotomise,11
3201,dichotomization,15
147538,dichotomize,11
191461,dichotomous,11
198319,dichotomously,13
72208,dichotomy,9
104159,dichroism,9
131574,dichromacy,10
131578,dichromasy,10
88247,dichromat,9
139018,dichromate,10
170261,dichromatic,11
131575,dichromatism,12
131576,dichromatopsia,14
131577,dichromia,9
88248,dick,4
64551,dickens,7
161718,dicker,6
178983,dickey,6
12479,dickeybird,10
86255,dickhead,8
30575,dickie,6
178982,dicky,5
12481,dickybird,9
181727,diclinous,9
30584,dicloxacillin,13
105854,dicot,5
105855,dicotyledon,11
173758,dicotyledonous,14
30588,dicoumarol,10
148330,dictate,7
187627,dictated,8
64855,dictation,9
88253,dictator,8
193636,dictatorial,11
201080,dictatorially,13
76060,dictatorship,12
64144,diction,7
58360,dictionary,10
121153,dictostylium,12
61063,dictum,6
197132,dictyopteran,12
50793,dictyosome,10
30587,dicumarol,9
14830,dicynodont,10
179491,didactic,8
179492,didactical,10
201083,didactically,12
141803,didder,6
164490,diddle,6
128228,diddley,7
128227,diddly,6
128226,diddlyshit,10
128224,diddlysquat,11
30589,die,3
132683,dieback,7
95018,diehard,7
137347,dielectric,10
125462,dielectrolysis,14
88257,diemaker,8
51337,diencephalon,12
61896,dieresis,8
30591,diesel,6
61954,dieses,6
88258,diesinker,9
30599,diestock,8
187724,diestrous,9
187726,diestrual,9
130541,diestrum,8
130540,diestrus,8
152348,diet,4
68565,dietary,7
194710,dietetic,8
194711,dietetical,10
55900,dietetics,9
26730,diethylmalonylurea,18
30600,diethylstilbesterol,19
136698,diethylstilbestrol,18
136699,diethylstilboestrol,19
88254,dietician,9
8837,dieting,7
88255,dietitian,9
148833,differ,6
44719,difference,10
186938,different,9
44721,differentia,11
193637,differentiable,14
30605,differential,12
201085,differentially,14
142854,differentiate,13
189308,differentiated,14
7184,differentiation,15
88260,differentiator,14
198723,differently,11
174505,difficult,9
44451,difficultness,13
5081,difficulty,10
68194,diffidence,10
169790,diffident,9
201056,diffidently,11
11441,difflugia,9
159728,diffract,8
104160,diffraction,11
171765,diffuse,7
171690,diffused,8
199654,diffusely,9
47896,diffuseness,11
30608,diffuser,8
47892,diffusion,9
171020,diffusive,9
30611,diffusor,8
30612,diflunisal,10
44301,dig,3
103954,digenesis,9
143528,digest,6
178098,digested,8
30614,digester,8
47080,digestibility,13
178096,digestible,10
47081,digestibleness,14
53720,digestion,9
196523,digestive,9
38047,digger,6
7742,digging,7
30615,diggings,8
170847,dighted,7
52003,digit,5
193640,digital,7
139402,digitalin,9
120026,digitalis,9
5703,digitalisation,14
146714,digitalise,10
5702,digitalization,14
142545,digitalize,10
198835,digitally,9
175579,digitate,8
198320,digitately,10
173732,digitigrade,11
54146,digitisation,12
146712,digitise,8
30634,digitiser,9
54145,digitization,12
146711,digitize,8
30633,digitizer,9
30637,digitoxin,9
185108,dignified,9
164236,dignify,7
182165,dignifying,10
95291,dignitary,9
46210,dignity,7
30638,digoxin,7
61960,digraph,7
160111,digress,7
2861,digression,10
173876,digressive,10
30616,digs,4
10936,dihybrid,8
30640,dihydrostreptomycin,19
135504,dihydroxyphenylalanine,22
118083,dika,4
30312,dike,4
156558,dilapidate,10
173059,dilapidated,11
135186,dilapidation,12
130757,dilatation,10
150270,dilate,6
171819,dilated,7
30642,dilater,7
64675,dilation,8
30641,dilator,7
47687,dilatoriness,12
175884,dilatory,8
30644,dildo,5
53118,dilemma,7
184914,dilettante,10
184916,dilettanteish,13
184915,dilettantish,12
45744,diligence,9
173760,diligent,8
201086,diligently,10
120628,dill,4
113760,dillenia,8
87986,dillydallier,12
165135,dillydally,10
30645,diltiazem,9
137471,diluent,7
137470,dilutant,8
146069,dilute,6
181534,diluted,7
137473,dilution,8
194713,diluvial,8
194712,diluvian,8
160906,dim,3
124788,dime,4
30649,dimenhydrinate,14
149963,dimension,9
172853,dimensional,11
47691,dimensionality,14
183087,dimensioning,12
137474,dimer,5
137475,dimethylglyoxime,16
14844,dimetrodon,10
145650,diminish,8
174948,diminished,10
191996,diminishing,11
46998,diminuendo,10
125343,diminution,10
180206,diminutive,10
48045,diminutiveness,14
30652,dimity,6
199914,dimly,5
169254,dimmed,6
30653,dimmer,6
46615,dimness,7
193641,dimorphic,9
104519,dimorphism,10
193642,dimorphous,10
130052,dimout,6
146235,dimple,6
197240,dimpled,7
88263,dimwit,6
161125,din,3
127003,dinar,5
152159,dine,4
88267,diner,5
124735,dinero,6
161054,ding,4
88268,dingbat,7
161056,dingdong,8
134626,dinge,5
30655,dinghy,6
202971,dingily,7
134625,dinginess,9
81913,dingle,6
19065,dingo,5
185324,dingy,5
6850,dining,6
4645,dink,4
30659,dinkey,6
180224,dinky,5
74643,dinner,6
140407,dinnertime,10
30689,dinnerware,10
22031,dinoceras,9
22030,dinocerate,10
11670,dinoflagellate,14
14646,dinosaur,8
1343,dint,4
88271,diocesan,8
76723,diocese,7
30690,diode,5
181739,dioecian,8
181738,dioecious,9
187725,dioestrous,10
187727,dioestrual,10
137479,diol,4
105082,dioon,5
126307,diopter,7
36973,diorama,7
138339,diorite,7
137482,dioxide,7
137483,dioxin,6
152378,dip,3
30698,diphenhydramine,15
30700,diphenylhydantoin,17
131291,diphtheria,10
64402,diphthong,9
148303,diphthongise,12
148302,diphthongize,12
130960,diplegia,8
11325,diplococcus,11
14742,diplodocus,10
10879,diploid,7
135248,diploidy,8
58882,diploma,7
45997,diplomacy,9
88272,diplomat,8
88275,diplomate,9
173753,diplomatic,10
173800,diplomatical,12
199817,diplomatically,14
88273,diplomatist,11
131571,diplopia,8
125416,diplotene,9
195645,dipolar,7
81935,dipole,6
176313,dipped,6
30708,dipper,6
81299,dipsomania,10
85978,dipsomaniac,11
30709,dipstick,8
19906,dipteran,8
113930,dipterocarp,11
19907,dipteron,8
193645,dipterous,9
30712,diptych,7
168291,dire,4
163224,direct,6
183071,directed,8
168368,directing,9
60335,direction,9
193646,directional,11
47726,directionality,14
185342,directionless,13
64931,directive,9
47725,directivity,11
203021,directly,8
46275,directness,10
88279,director,8
75549,directorate,11
4825,directorship,12
58408,directory,9
168292,direful,7
201087,direfully,9
63939,dirge,5
127016,dirham,6
181042,dirigible,9
30715,dirk,4
30717,dirndl,6
65417,dirt,4
201090,dirtily,7
46128,dirtiness,9
155420,dirty,5
2219,dirtying,8
110226,disa,4
135045,disability,10
142635,disable,7
179417,disabled,8
135046,disablement,11
178201,disabling,9
150586,disabuse,8
137484,disaccharidase,14
137485,disaccharide,12
165895,disaccord,9
48512,disadvantage,12
184834,disadvantaged,13
167002,disadvantageous,15
197466,disadvantageously,17
157964,disaffect,9
172166,disaffected,11
67961,disaffection,12
143403,disafforest,11
148832,disagree,8
167249,disagreeable,12
43842,disagreeableness,16
201091,disagreeably,12
130032,disagreement,12
148729,disallow,8
150284,disambiguate,12
64940,disambiguation,14
59602,disambiguator,13
160846,disappear,9
222,disappearance,13
223,disappearing,12
157684,disappoint,10
189902,disappointed,12
201092,disappointedly,14
187092,disappointing,13
201093,disappointingly,15
68373,disappointment,14
60886,disapprobation,14
60885,disapproval,11
148853,disapprove,10
166503,disapproved,11
176083,disapproving,12
200526,disapprovingly,14
158021,disarm,6
9548,disarmament,11
91959,disarmer,8
9547,disarming,9
144144,disarrange,10
183059,disarranged,11
134643,disarrangement,14
53094,disarray,8
183060,disarrayed,10
153334,disarticulate,13
156510,disassemble,11
7516,disassembly,11
163144,disassociate,12
133911,disassociation,14
66225,disaster,8
176612,disastrous,10
201094,disastrously,12
148968,disavow,7
173439,disavowable,11
65255,disavowal,9
159740,disband,7
8926,disbandment,11
163581,disbar,6
1599,disbarment,10
53235,disbelief,9
147777,disbelieve,10
88286,disbeliever,11
172729,disbelieving,12
200921,disbelievingly,14
143411,disbud,6
154992,disburden,9
123795,disbursal,9
162104,disburse,8
9243,disbursement,12
94161,disburser,9
129137,disc,4
187886,discalceate,11
187885,discalced,9
63779,discant,7
81938,discard,7
191613,discarded,9
142207,discase,7
65041,disceptation,12
161193,discern,7
44400,discernability,14
172092,discernable,11
183715,discernible,11
190452,discerning,10
53687,discernment,11
155761,discerp,7
104678,discharge,9
174760,discharged,10
186696,disciform,9
121684,discina,7
88289,disciple,8
4826,discipleship,12
179220,disciplinal,11
91092,disciplinarian,14
196529,disciplinary,12
55643,discipline,10
172259,disciplined,11
148400,disclaim,8
65256,disclaimer,10
150060,disclose,8
191728,disclosed,9
187199,disclosing,10
65325,disclosure,10
30722,disco,5
186652,discoid,7
186653,discoidal,9
144192,discolor,8
2201,discoloration,13
170298,discolored,10
144166,discolorise,11
144164,discolorize,11
144181,discolour,9
44326,discolouration,14
170299,discoloured,11
144165,discolourise,12
147240,discombobulate,14
171580,discombobulated,15
68026,discombobulation,16
157598,discomfit,9
171142,discomfited,11
68029,discomfiture,12
67904,discomfort,10
163846,discommode,10
157595,discompose,10
171570,discomposed,11
68030,discomposure,12
121614,discomycete,11
193649,discomycetous,13
157597,disconcert,10
171581,disconcerted,12
184321,disconcerting,13
201095,disconcertingly,15
68031,disconcertion,13
68032,disconcertment,14
190175,disconfirming,13
153813,disconnect,10
191462,disconnected,12
133919,disconnectedness,16
133918,disconnection,13
178555,disconsolate,12
201052,disconsolately,14
68357,disconsolateness,16
68362,discontent,10
172164,discontented,12
201096,discontentedly,14
68363,discontentedness,16
68361,discontentment,14
8395,discontinuance,14
8396,discontinuation,15
165500,discontinue,11
172254,discontinued,12
133915,discontinuity,13
172246,discontinuous,13
130006,discord,7
9662,discordance,11
177902,discordant,10
200196,discordantly,12
172562,discorporate,12
30723,discotheque,11
123847,discount,8
148215,discountenance,14
30726,discounter,10
149819,discourage,10
186132,discouraged,11
68388,discouragement,14
174800,discouraging,12
201245,discouragingly,14
65593,discourse,9
172681,discourteous,12
200002,discourteously,14
60951,discourtesy,11
146996,discover,8
173640,discoverable,12
182366,discovered,10
88999,discoverer,10
65334,discovery,9
149223,discredit,9
186048,discreditable,13
201100,discreditably,13
186049,discredited,11
185196,discreet,8
201679,discreetly,10
52473,discreetness,12
66678,discrepancy,11
171910,discrepant,10
187410,discrete,8
133886,discreteness,12
48768,discretion,10
173424,discretional,12
173423,discretionary,13
172096,discriminable,13
173917,discriminate,12
173918,discriminating,14
9509,discrimination,14
172757,discriminative,14
88261,discriminator,13
173931,discriminatory,14
180592,discursive,10
202974,discursively,12
46287,discursiveness,14
30728,discus,6
148921,discuss,7
84603,discussant,10
64676,discussion,10
148740,disdain,7
185111,disdainful,10
200770,disdainfully,12
45976,disdainfulness,14
130819,disease,7
178028,diseased,8
159225,disembark,9
261,disembarkation,14
262,disembarkment,13
162522,disembarrass,12
66141,disembarrassment,16
172566,disembodied,11
162525,disembody,9
143414,disembowel,10
5419,disembowelment,14
165473,disembroil,10
146260,disenable,9
157897,disenchant,10
174786,disenchanted,12
172416,disenchanting,13
55581,disenchantment,14
155893,disencumber,11
163550,disenfranchise,14
174894,disenfranchised,15
9390,disenfranchisement,18
154872,disengage,9
253,disengagement,13
155892,disentangle,11
176732,disentangled,12
10272,disentanglement,15
88291,disentangler,12
129650,disequilibrium,14
143218,disestablish,12
8927,disestablishment,16
147859,disesteem,9
163895,disfavor,8
163896,disfavour,9
3322,disfiguration,13
155576,disfigure,9
168581,disfigured,10
44280,disfigurement,13
143402,disforest,9
10441,disforestation,14
163551,disfranchise,12
174895,disfranchised,13
8397,disfranchisement,16
135140,disfunction,11
155502,disgorge,8
841,disgorgement,12
134106,disgrace,8
167922,disgraced,9
178505,disgraceful,11
201097,disgracefully,13
45203,disgracefulness,15
158022,disgruntle,10
172170,disgruntled,11
68364,disgruntlement,14
30730,disguise,8
183285,disguised,9
67972,disgust,7
184298,disgusted,9
201104,disgustedly,11
182501,disgustful,10
182500,disgusting,10
201106,disgustingly,12
47063,disgustingness,14
68557,dish,4
134281,dishabille,10
177903,disharmonious,13
46936,disharmony,10
30739,dishcloth,9
157911,dishearten,10
182909,disheartened,12
174805,disheartening,13
65698,disheartenment,14
171629,dished,6
154849,dishevel,8
190870,disheveled,10
190871,dishevelled,11
128142,dishful,7
178487,dishonest,9
201112,dishonestly,11
6065,dishonesty,10
164239,dishonor,8
186592,dishonorable,12
45821,dishonorableness,16
201119,dishonorably,12
167923,dishonored,10
164432,dishonour,9
186593,dishonourable,13
45822,dishonourableness,17
201103,dishonourably,13
30736,dishpan,7
30738,dishrag,7
30057,dishware,8
30742,dishwasher,10
2020,dishwashing,11
137486,dishwater,9
168557,dishy,5
157898,disillusion,11
174789,disillusioned,13
172417,disillusioning,14
55583,disillusionment,15
156398,disincarnate,12
81283,disincentive,12
43864,disinclination,14
147754,disincline,10
179149,disinclined,11
142611,disinfect,9
187459,disinfectant,12
5700,disinfection,12
162524,disinfest,9
1977,disinfestation,14
125420,disinflation,12
60204,disinformation,14
179332,disingenuous,12
201122,disingenuously,14
45848,disingenuousness,16
162236,disinherit,10
8398,disinheritance,14
180912,disinherited,12
189203,disintegrable,13
145248,disintegrate,12
66366,disintegration,14
179580,disintegrative,14
163375,disinter,8
56789,disinterest,11
183467,disinterested,13
201124,disinterestedly,15
56773,disinterestedness,17
150,disinterment,12
162755,disinvest,9
3260,disinvestment,13
165472,disinvolve,10
153331,disjoin,7
171964,disjoined,9
163148,disjoint,8
179420,disjointed,10
201126,disjointedly,12
133923,disjointedness,14
172249,disjunct,8
3169,disjunction,11
171923,disjunctive,11
133917,disjuncture,11
37387,disk,4
30764,diskette,8
186654,disklike,8
180878,dislikable,10
67956,dislike,7
180877,disliked,8
145382,dislocate,9
179421,dislocated,10
132785,dislocation,11
155368,dislodge,8
3248,dislodgement,12
3247,dislodgment,11
175170,dislogistic,11
175702,disloyal,8
201128,disloyally,10
45877,disloyalty,10
170024,dismal,6
201131,dismally,8
143390,dismantle,9
173602,dismantled,10
7515,dismantlement,13
7514,dismantling,11
68157,dismay,6
167130,dismayed,8
168284,dismaying,9
155759,dismember,9
67321,dismemberment,13
144687,dismiss,7
9817,dismissal,9
174761,dismissed,9
181596,dismissible,11
65322,dismission,10
179696,dismissive,10
10356,dismount,8
9739,disobedience,12
189875,disobedient,11
201135,disobediently,13
164195,disobey,7
149630,disoblige,9
166546,disobliging,11
157337,disorder,8
170980,disordered,10
129981,disorderliness,14
190875,disorderly,10
4493,disorganisation,15
163196,disorganise,11
182949,disorganised,12
134641,disorganization,15
163195,disorganize,11
182948,disorganized,12
160880,disorient,9
160881,disorientate,12
53095,disorientation,14
183081,disoriented,11
183091,disorienting,12
162237,disown,6
166605,disowned,8
65273,disowning,9
65272,disownment,10
149205,disparage,9
10053,disparagement,13
88229,disparager,10
175168,disparaging,11
201137,disparagingly,13
186914,disparate,9
44733,disparateness,13
44751,disparity,9
43694,dispassion,10
183468,dispassionate,13
201136,dispassionately,15
43695,dispassionateness,17
60591,dispatch,8
187398,dispatched,10
94306,dispatcher,10
159470,dispel,6
48598,dispensability,14
175132,dispensable,11
48599,dispensableness,15
30771,dispensary,10
8930,dispensation,12
142543,dispense,8
171691,dispensed,9
88300,dispenser,9
3015,dispersal,9
159734,disperse,8
171692,dispersed,9
47887,dispersion,10
171021,dispersive,10
157867,dispirit,8
189350,dispirited,10
201139,dispiritedly,12
68349,dispiritedness,14
170025,dispiriting,11
164151,displace,8
